Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
09/02/2015,216,108,1763,699
10/02/2015,218,106,1766,691
11/02/2015,235,106,1769,683
12/02/2015,252,105,1772,677
13/02/2015,265,105,1779,670
14/02/2015,274,104,1786,664
15/02/2015,282,104,1792,658
16/02/2015,289,103,1797,652
17/02/2015,294,102,1800,646
18/02/2015,298,102,1803,649
19/02/2015,298,101,1805,655
20/02/2015,294,98,1810,661
21/02/2015,289,94,1813,667
22/02/2015,283,91,1818,674
23/02/2015,275,87,1821,681
24/02/2015,268,85,1824,688
25/02/2015,261,83,1826,694
26/02/2015,252,81,1830,700
27/02/2015,244,79,1831,709
28/02/2015,235,77,1833,718
01/03/2015,235,75,1833,728
02/03/2015,239,74,1833,739
03/03/2015,240,73,1831,748
04/03/2015,238,73,1831,757
05/03/2015,235,72,1830,767
06/03/2015,231,72,1828,776
07/03/2015,229,71,1824,785
08/03/2015,221,71,1820,793
09/03/2015,206,70,1812,802
10/03/2015,192,70,1807,811
11/03/2015,181,70,1794,826
12/03/2015,165,70,1782,841
13/03/2015,158,70,1768,845
14/03/2015,162,70,1756,851
15/03/2015,169,70,1740,856
16/03/2015,175,70,1727,862
17/03/2015,180,70,1711,868
18/03/2015,180,70,1697,874
19/03/2015,171,70,1682,879
20/03/2015,156,70,1669,885
21/03/2015,140,70,1653,890
22/03/2015,127,70,1641,896
23/03/2015,113,70,1627,906
24/03/2015,107,70,1613,904
25/03/2015,102,70,1597,904
26/03/2015,98,70,1582,902
27/03/2015,94,70,1567,896
28/03/2015,90,69,1555,890
29/03/2015,86,68,1542,884
30/03/2015,83,67,1529,876
31/03/2015,80,65,1514,870
01/04/2015,77,64,1501,864
02/04/2015,74,62,1489,858
03/04/2015,73,61,1479,852
04/04/2015,72,59,1466,846
05/04/2015,70,58,1454,840
06/04/2015,69,56,1440,834
07/04/2015,68,54.5,1428,827
08/04/2015,67,53,1415,820
09/04/2015,66,51.5,1403,813
10/04/2015,65,50,1390,806
11/04/2015,64,48.5,1378,799
12/04/2015,63,47,1365,792
13/04/2015,61,45.5,1354,785
14/04/2015,69,44,1341,778
15/04/2015,103,42.5,1331,771
16/04/2015,146,41,1319,763
17/04/2015,196,39.5,1308,756
18/04/2015,250,38,1295,749
19/04/2015,307,36.5,1284,740
20/04/2015,328,35,1284,731
21/04/2015,341,33.5,1291,724
22/04/2015,353,32,1300,732
23/04/2015,362,30.5,1311,740
24/04/2015,368,29,1319,749
25/04/2015,360,27.5,1329,758
26/04/2015,319,26,1337,768
27/04/2015,276,24.5,1345,778
28/04/2015,232,23,1351,785
29/04/2015,197,21.5,1359,792
30/04/2015,164,20,1362,794
01/05/2015,155,18.5,1359,799
02/05/2015,153,17,1347,799
03/05/2015,155,15.5,1337,792
04/05/2015,153,14,1326,785
05/05/2015,151,12.5,1317,778
06/05/2015,150,11,1305,771
07/05/2015,148,9.5,1294,764
08/05/2015,146,8,1282,755
09/05/2015,144,6.5,1269,747
10/05/2015,142,5,1255,740
11/05/2015,141,3.5,1242,733
12/05/2015,139,2,1228,726
13/05/2015,137,0.5,1216,717
14/05/2015,135,0,1204,709
15/05/2015,133,0,1194,701
16/05/2015,131,0,1183,694
17/05/2015,129,0,1174,687
18/05/2015,127,0,1164,680
19/05/2015,125,0,1155,673
20/05/2015,123,0,1144,666
21/05/2015,121,0,1134,659
22/05/2015,119,0,1122,650
23/05/2015,117,0,1113,642
24/05/2015,115,0,1102,634
25/05/2015,113,0,1092,625
26/05/2015,111,0,1079,617
27/05/2015,109,0,1068,610
28/05/2015,107,0,1055,602
29/05/2015,105,0,1044,594
30/05/2015,103,0,1031,587
31/05/2015,101,0,1020,580
01/06/2015,98,0,1007,572
02/06/2015,96,0,996,565
03/06/2015,96,0,983,558
04/06/2015,94,0,972,551
05/06/2015,92,0,959,544
06/06/2015,103,0,948,537
07/06/2015,119,0,935,530
08/06/2015,134,0,924,523
09/06/2015,150,0,912,516
10/06/2015,164,0,902,509
11/06/2015,171,0,890,500
12/06/2015,173,0,880,493
13/06/2015,173,0,868,497
14/06/2015,172,0,858,502
15/06/2015,170,0,847,507
16/06/2015,166,0,838,512
17/06/2015,160,0,827,516
18/06/2015,153,0,818,522
19/06/2015,143,0,807,528
20/06/2015,133,0,798,533
21/06/2015,123,0,787,538
22/06/2015,116,0,778,543
23/06/2015,108,0,767,541
24/06/2015,102,0,758,548
25/06/2015,96,0,747,550
26/06/2015,88,0,738,549
27/06/2015,86,0,727,541
28/06/2015,85,0,718,535
29/06/2015,83,0,708,527
30/06/2015,82,0,700,519
01/07/2015,80,0,690,511
02/07/2015,78,0,682,503
03/07/2015,76,0,672,495
04/07/2015,75,0,664,487
05/07/2015,73,0,654,479
06/07/2015,71,0,646,471
07/07/2015,69,0,636,464
08/07/2015,67,0,629,458
09/07/2015,66,0,620,451
10/07/2015,64,0,613,444
11/07/2015,64,0,604,436
12/07/2015,63,0,597,429
13/07/2015,61,0,588,422
14/07/2015,60,0,581,415
15/07/2015,59,0,572,408
16/07/2015,57,0,565,401
17/07/2015,56,0,555,394
18/07/2015,54,0,547,387
19/07/2015,53,0,537,387
20/07/2015,51,0,529,381
21/07/2015,50,0,519,375
22/07/2015,48,0,511,369
23/07/2015,50,0,501,371
24/07/2015,51,0,493,365
25/07/2015,53,0,485,359
26/07/2015,52,0,477,353
27/07/2015,55,0,468,347
28/07/2015,56,0,462,341
29/07/2015,55,0,454,335
30/07/2015,54,0,446,329
31/07/2015,53,0,436,323
01/08/2015,52,0,428,323
02/08/2015,51,0,419,317
03/08/2015,50,0,412,311
04/08/2015,49,0,403,304
05/08/2015,55,0,398,311
06/08/2015,54,0,389,314
07/08/2015,53,0,382,308
08/08/2015,53,0,373,301
09/08/2015,53,0,365,295
10/08/2015,53,0,356,289
11/08/2015,55,0,349,283
12/08/2015,55,0,341,277
13/08/2015,55,0,335,271
14/08/2015,55,0,327,265
15/08/2015,55,0,321,257
16/08/2015,54,0,314,249
17/08/2015,54,0,309,241
18/08/2015,54,0,302,233
19/08/2015,54,0,297,223
20/08/2015,53,0,290,215
21/08/2015,56,0,287,208
22/08/2015,58,0,283,202
23/08/2015,60,0,281,202
24/08/2015,60,0,277,197
25/08/2015,60,0,274,192
26/08/2015,60,0,269,187
27/08/2015,60,0,266,183
28/08/2015,60,0,260,178
29/08/2015,59,0,256,174
30/08/2015,59,0,249,168
31/08/2015,59,0,247,171
01/09/2015,59,0,242,165
02/09/2015,59,0,238,159
03/09/2015,59,0,232,153
04/09/2015,59,0,228,147
05/09/2015,58,0,221,141
06/09/2015,58,0,216,137
07/09/2015,58,0,209,133
08/09/2015,58,0,204,136
09/09/2015,57,0,197,132
10/09/2015,57,0,192,197
11/09/2015,57,0,186,220
12/09/2015,56,0,181,220
13/09/2015,55,0,175,216
14/09/2015,54,0,170,212
15/09/2015,54,0,164,208
16/09/2015,53,0,159,204
17/09/2015,53,0,153,200
18/09/2015,52,0,148,196
19/09/2015,52,0,143,192
20/09/2015,50,0,138,188
21/09/2015,55,0,133,188
22/09/2015,55,0,128,182
23/09/2015,55,0,122,178
24/09/2015,55,0,117,173
25/09/2015,54,0,111,169
26/09/2015,54,0,111,165
27/09/2015,53,0,106,161
28/09/2015,53,0,101,156
29/09/2015,59,0,95,152
30/09/2015,59,0,90,152
01/10/2015,59,0,84,148
02/10/2015,58,0,79,144
03/10/2015,63,0,79,172
04/10/2015,63,0,77,183
05/10/2015,63,0,71,191
06/10/2015,63,0,66,187
07/10/2015,62,0,61,183
08/10/2015,68,0,61,225
09/10/2015,70,0,62,231
10/10/2015,75,0,67,231
11/10/2015,82,0,67,249
12/10/2015,82,0,64,249
13/10/2015,81,0,59,245
14/10/2015,81,0,56,241
15/10/2015,80,0,51,237
16/10/2015,80,0,48,233
17/10/2015,79,0,43,229
18/10/2015,79,0,40,225
19/10/2015,77,0,34,221
20/10/2015,77,0,30,217
21/10/2015,76,0,25,213
22/10/2015,76,0,21,209
23/10/2015,75,0,17,205
24/10/2015,75,0,14,205
25/10/2015,73,0,10,201
26/10/2015,73,0,7,197
27/10/2015,72,0,7,193
28/10/2015,72,0,6,206
29/10/2015,71,0,16,210
30/10/2015,71,0,20,210
31/10/2015,71,0,22,221
01/11/2015,70,0,25,228
02/11/2015,71,10,35,239
03/11/2015,71,11,32,245
04/11/2015,77,15,40,254
05/11/2015,77,16,46,254
06/11/2015,76,17,46,252
07/11/2015,76,18,45,248
08/11/2015,76,29,51,267
09/11/2015,122,49,84,508
10/11/2015,160,86,408,791
11/11/2015,204,160,471,885
12/11/2015,536,196,533,1004
13/11/2015,989,267,737,1243
14/11/2015,1436,375,1090,1634
15/11/2015,1626,443,1150,1869
16/11/2015,2044,619,1657,2703
17/11/2015,2823,698,2011,3197
18/11/2015,2478,692,2129,3040
19/11/2015,2755,654,2228,3132
20/11/2015,2745,625,2415,3268
21/11/2015,2730,617,2605,3197
22/11/2015,2748,613,2790,3172
23/11/2015,2727,654,2833,3223
24/11/2015,2792,697,2872,3223
25/11/2015,2669,691,2853,3191
26/11/2015,2627,668,2825,3140
27/11/2015,2669,648,2775,3120
28/11/2015,2715,624,2763,3125
29/11/2015,2745,607,2790,3132
30/11/2015,2681,593,2792,3126
01/12/2015,2745,595,2790,3141
02/12/2015,2807,804,3166,3396
03/12/2015,2669,896,2996,3094
04/12/2015,2669,880,2730,3132
05/12/2015,2609,809,2745,3108
06/12/2015,2521,762,2786,3053
07/12/2015,2323,790,2880,3035
08/12/2015,2507,795,2823,2986
09/12/2015,2595,772,2827,3002
10/12/2015,2521,762,2833,2984
11/12/2015,2636,731,2868,2986
12/12/2015,2807,706,2910,2991
13/12/2015,2905,697,2932,3028
14/12/2015,2966,697,2932,3075
15/12/2015,3005,697,2934,3123
16/12/2015,3022,693,2934,3169
17/12/2015,3028,691,2934,3215
18/12/2015,3028,690,2932,3208
19/12/2015,3064,688,2928,3208
20/12/2015,3061,680,2920,3208
21/12/2015,3061,685,2914,3208
22/12/2015,3064,673,2932,3208
23/12/2015,3061,692,2930,3208
24/12/2015,3061,704,2922,3208
25/12/2015,3077,716,2914,3208
26/12/2015,3087,725,2908,3205
27/12/2015,3095,731,2904,3199
28/12/2015,3101,730,2896,3187
29/12/2015,3104,727,2888,3179
30/12/2015,3108,723,2880,3171
31/12/2015,3111,721,2872,3162
01/01/2016,3114,717,2864,3153
02/01/2016,3118,716,2856,3143
03/01/2016,3121,712,2849,3133
04/01/2016,3124,707,2841,3123
05/01/2016,3128,703,2833,3113
06/01/2016,3131,697,2825,3105
07/01/2016,3135,692,2817,3099
08/01/2016,3159,688,2808,3091
09/01/2016,3159,681,2800,3083
10/01/2016,3159,673,2792,3075
11/01/2016,3167,664,2784,3069
12/01/2016,3175,655,2776,3061
13/01/2016,3186,648,2768,3053
14/01/2016,3194,643,2760,3045
15/01/2016,3213,628,2744,3025
16/01/2016,3213,628,2744,3025
17/01/2016,3221,622,2736,3015
18/01/2016,3231,616,2728,3005
19/01/2016,3231,610,2720,2996
20/01/2016,3231,604,2713,2986
21/01/2016,3224,598,2705,2976
22/01/2016,3186,593,2709,2966
23/01/2016,3159,588,2718,2955
24/01/2016,3111,583,2728,2945
25/01/2016,3064,578,2741,2945
26/01/2016,3015,571,2755,2935
27/01/2016,2960,565,2767,2935
28/01/2016,2896,559,2778,2939
29/01/2016,2832,544,2790,2944
30/01/2016,2767,540,2803,2965
31/01/2016,2696,537,2813,2983
01/02/2016,2627,533,2827,3018
02/02/2016,2559,529,2839,3042
03/02/2016,2489,525,2847,3061
04/02/2016,2424,521,2854,3077
05/02/2016,2365,516,2866,3096
06/02/2016,2304,511,2880,3115
07/02/2016,2255,505,2894,3135
08/02/2016,2190,500,2908,3154
09/02/2016,2155,495,2922,3158
10/02/2016,2150,489,2928,3148
11/02/2016,2145,483,2934,3138
12/02/2016,2140,477,2922,3127
13/02/2016,2137,471,2910,3112
14/02/2016,2137,471,2910,3112
15/02/2016,2127,459,2886,3080
16/02/2016,2121,453,2874,3064
17/02/2016,2116,447,2862,3050
18/02/2016,2111,441,2851,3037
19/02/2016,2106,435,2839,3024
20/02/2016,2100,429,2827,3011
21/02/2016,2095,423,2815,2998
22/02/2016,2090,417,2803,2986
23/02/2016,2085,411,2792,2970
24/02/2016,2080,405,2780,2956
25/02/2016,2074,399,2769,2941
26/02/2016,2069,394,2757,2926
27/02/2016,2064,389,2745,2910
28/02/2016,2059,385,2734,2892
29/02/2016,2054,380,2722,2874
01/03/2016,2049,376,2711,2855
02/03/2016,2044,372,2699,2840
03/03/2016,2039,368,2688,2825
04/03/2016,2033,364,2676,2810
05/03/2016,2028,360,2665,2795
06/03/2016,2023,356,2653,2780
07/03/2016,2018,352,2642,2765
08/03/2016,2013,348,2630,2750
09/03/2016,2008,344,2618,2735
10/03/2016,2003,340,2605,2720
11/03/2016,1998,336,2593,2705
12/03/2016,1993,332,2581,2690
13/03/2016,1990,328,2569,2675
14/03/2016,1988,324,2557,2660
15/03/2016,1983,320,2544,2645
16/03/2016,1978,316,2532,2630
17/03/2016,1975,312,2520,2615
18/03/2016,1973,308,2509,2600
19/03/2016,1968,304,2497,2584
20/03/2016,1965,300,2485,2568
21/03/2016,1960,296,2473,2552
22/03/2016,1958,292,2461,2536
23/03/2016,1953,288,2449,2520
24/03/2016,1948,284,2438,2505
25/03/2016,1948,284,2438,2505
26/03/2016,1938,276,2415,2474
27/03/2016,1933,272,2403,2458
28/03/2016,1928,268,2392,2442
29/03/2016,1923,264,2380,2426
30/03/2016,1918,260,2369,2410
31/03/2016,1916,256,2357,2394
01/04/2016,1911,252,2346,2378
02/04/2016,1906,248,2331,2362
03/04/2016,1901,244,2316,2346
04/04/2016,1896,240,2302,2330
05/04/2016,1891,236,2287,2314
06/04/2016,1886,232,2272,2298
07/04/2016,1882,228,2255,2282
08/04/2016,1877,224,2239,2266
09/04/2016,1872,220,2223,2250
10/04/2016,1867,216,2207,2234
11/04/2016,1862,212,2191,2218
12/04/2016,1857,208,2175,2202
13/04/2016,1853,204,2159,2186
14/04/2016,1853,204,2159,2186
15/04/2016,1843,196,2127,2154
16/04/2016,1838,192,2111,2138
17/04/2016,1838,192,2111,2138
18/04/2016,1829,184,2078,2106
19/04/2016,1829,184,2078,2106
20/04/2016,1746,176,2045,2128
21/04/2016,1698,172,2028,2145
22/04/2016,1651,168,2011,2150
23/04/2016,1651,168,2011,2150
24/04/2016,1557,160,1977,2189
25/04/2016,1510,156,1960,2208
26/04/2016,1489,152,1943,2208
27/04/2016,1438,148,1928,2227
28/04/2016,1387,144,1911,2247
29/04/2016,1338,135,1901,2266
30/04/2016,1288,127,1891,2286
01/05/2016,1239,120,1881,2307
02/05/2016,1190,113,1871,2328
03/05/2016,1142,106,1861,2348
04/05/2016,1095,101,1850,2368
05/05/2016,1048,99,1836,2388
06/05/2016,1001,97,1821,2407
07/05/2016,954,96,1807,2426
08/05/2016,930,95,1792,2445
09/05/2016,927,94,1779,2429
10/05/2016,924,93,1766,2413
11/05/2016,919,92,1753,2398
12/05/2016,917,90,1740,2384
13/05/2016,914,89,1727,2370
14/05/2016,911,87,1713,2356
15/05/2016,911,87,1713,2356
16/05/2016,905,85,1684,2328
17/05/2016,902,84,1671,2374
18/05/2016,917,91,1724,2464
19/05/2016,1079,98,1782,2493
20/05/2016,1111,98,1775,2483
21/05/2016,1111,96,1761,2470
22/05/2016,1107,94,1747,2457
23/05/2016,1103,92,1732,2443
24/05/2016,1100,91,1719,2430
25/05/2016,1096,90,1705,2417
26/05/2016,1092,89,1692,2404
27/05/2016,1088,88,1679,2391
28/05/2016,1084,87,1665,2375
29/05/2016,1079,86,1652,2358
30/05/2016,1074,85,1638,2342
31/05/2016,1070,84,1624,2326
01/06/2016,1065,83,1611,2310
02/06/2016,1062,82,1597,2294
03/06/2016,1057,81,1584,2278
04/06/2016,1054,81,1570,2262
05/06/2016,1050,80,1557,2246
06/06/2016,1045,80,1543,2230
07/06/2016,1042,79,1529,2214
08/06/2016,1038,82,1517,2236
09/06/2016,1038,82,1503,2247
10/06/2016,1035,82,1489,2236
11/06/2016,1030,82,1476,2220
12/06/2016,1026,82,1462,2204
13/06/2016,1021,82,1448,2188
14/06/2016,1018,82,1434,2172
15/06/2016,1014,82,1421,2156
16/06/2016,1010,82,1408,2140
17/06/2016,1007,82,1394,2124
18/06/2016,1004,81,1380,2108
19/06/2016,999,81,1367,2092
20/06/2016,999,81,1354,2076
21/06/2016,999,81,1339,2060
22/06/2016,1029,81,1325,2044
23/06/2016,1039,81,1312,2028
24/06/2016,1041,81,1298,2012
25/06/2016,1041,80,1282,1996
26/06/2016,1036,80,1269,1996
27/06/2016,1033,80,1256,1996
28/06/2016,1029,80,1242,1980
29/06/2016,1026,80,1230,2002
30/06/2016,1021,80,1216,1993
01/07/2016,1018,80,1202,1977
02/07/2016,1015,79,1189,1961
03/07/2016,1013,79,1175,1945
04/07/2016,1010,79,1161,1929
05/07/2016,1013,79,1147,1915
06/07/2016,1010,79,1133,1901
07/07/2016,1007,79,1118,1901
08/07/2016,1004,79,1104,1895
09/07/2016,982,79,1090,1882
10/07/2016,950,79,1090,1869
11/07/2016,917,79,1096,1856
12/07/2016,884,79,1103,1843
13/07/2016,851,79,1109,1830
14/07/2016,818,79,1115,1817
15/07/2016,825,79,1117,1804
16/07/2016,805,79,1120,1791
17/07/2016,776,79,1124,1778
18/07/2016,744,79,1128,1765
19/07/2016,715,78,1133,1752
20/07/2016,682,77,1137,1739
21/07/2016,649,76,1141,1726
22/07/2016,615,75,1144,1711
23/07/2016,582,74,1148,1696
24/07/2016,549,73,1152,1681
25/07/2016,517,73,1156,1666
26/07/2016,514,73,1160,1651
27/07/2016,536,73,1147,1636
28/07/2016,559,73,1134,1621
29/07/2016,578,73,1121,1606
30/07/2016,597,73,1108,1591
31/07/2016,617,73,1095,1576
01/08/2016,643,73,1082,1561
02/08/2016,662,73,1069,1546
03/08/2016,662,73,1056,1531
04/08/2016,662,73,1042,1516
05/08/2016,662,73,1029,1501
06/08/2016,660,73,1015,1486
07/08/2016,656,73,1002,1471
08/08/2016,653,73,989,1456
09/08/2016,650,73,975,1441
10/08/2016,648,73,962,1426
11/08/2016,644,73,949,1428
12/08/2016,641,73,936,1416
13/08/2016,639,73,923,1401
14/08/2016,635,72,910,1386
15/08/2016,632,72,897,1371
16/08/2016,628,72,884,1356
17/08/2016,626,72,870,1341
18/08/2016,623,72,857,1326
19/08/2016,620,72,843,1311
20/08/2016,617,72,830,1296
21/08/2016,613,72,817,1281
22/08/2016,609,72,804,1266
23/08/2016,605,72,791,1251
24/08/2016,601,72,778,1236
25/08/2016,597,71,765,1221
26/08/2016,593,71,752,1206
27/08/2016,589,71,739,1191
28/08/2016,584,71,726,1176
29/08/2016,580,70,713,1161
30/08/2016,577,70,700,1153
31/08/2016,573,69,687,1153
01/09/2016,569,69,674,1145
02/09/2016,565,70,664,1159
03/09/2016,561,69,651,1153
04/09/2016,556,69,638,1153
05/09/2016,553,68,625,1142
06/09/2016,549,67,613,1127
07/09/2016,545,67,601,1112
08/09/2016,541,66,589,1097
09/09/2016,536,66,578,1082
10/09/2016,533,66,568,1067
11/09/2016,529,65,558,1083
12/09/2016,525,65,547,1084
13/09/2016,520,64,536,1071
14/09/2016,517,64,525,1058
15/09/2016,509,63,525,1045
16/09/2016,522,65,560,1045
17/09/2016,522,84,600,1070
18/09/2016,512,93,611,1073
19/09/2016,500,98,618,1060
20/09/2016,488,101,624,1047
21/09/2016,476,104,630,1034
22/09/2016,460,105,634,1021
23/09/2016,444,105,638,1008
24/09/2016,428,104,641,995
25/09/2016,412,103,643,982
26/09/2016,393,102,645,969
27/09/2016,372,101,647,956
28/09/2016,337,100,649,945
29/09/2016,314,100,653,975
30/09/2016,305,100,655,981
01/10/2016,285,100,658,972
02/10/2016,265,99,660,959
03/10/2016,246,98,662,946
04/10/2016,228,97,662,933
05/10/2016,212,96,660,920
06/10/2016,197,95,655,907
07/10/2016,172,93,641,881
08/10/2016,172,93,641,881
09/10/2016,161,92,633,868
10/10/2016,151,91,625,855
11/10/2016,142,90,617,842
12/10/2016,135,89,607,829
13/10/2016,129,88,597,816
14/10/2016,123,87,587,803
15/10/2016,117,86,576,790
16/10/2016,111,84,566,777
17/10/2016,105,82,556,764
18/10/2016,99,80,546,751
19/10/2016,93,78,536,738
20/10/2016,87,76,526,725
21/10/2016,90,74,516,712
22/10/2016,95,73,505,699
23/10/2016,162,72,494,686
24/10/2016,134,72,484,673
25/10/2016,163,72,474,660
26/10/2016,179,72,465,647
27/10/2016,191,72,456,634
28/10/2016,202,72,447,621
29/10/2016,213,72,438,608
30/10/2016,223,71,429,595
31/10/2016,229,71,420,582
01/11/2016,229,72,413,569
02/11/2016,229,73,412,556
03/11/2016,243,75,415,543
04/11/2016,250,77,430,530
05/11/2016,250,78,440,517
06/11/2016,246,78,444,504
07/11/2016,231,78,446,491
08/11/2016,215,78,447,478
09/11/2016,199,77,447,465
10/11/2016,183,76,445,452
11/11/2016,167,75,442,439
12/11/2016,152,74,438,426
13/11/2016,139,74,432,413
14/11/2016,129,74,425,408
15/11/2016,119,74,417,403
16/11/2016,110,74,410,393
17/11/2016,104,74,403,380
18/11/2016,100,73,395,367
19/11/2016,95,73,386,354
20/11/2016,91,73,376,341
21/11/2016,87,73,366,328
22/11/2016,83,73,356,317
23/11/2016,80,73,346,309
24/11/2016,77,73,336,299
25/11/2016,74,73,326,290
26/11/2016,71,73,315,279
27/11/2016,74,73,305,271
28/11/2016,101,73,295,263
29/11/2016,131,73,286,255
30/11/2016,163,73,277,247
01/12/2016,194,72,268,240
02/12/2016,243,73,268,245
03/12/2016,285,79,301,268
04/12/2016,319,84,335,270
05/12/2016,347,84,342,272
06/12/2016,363,84,348,272
07/12/2016,376,84,360,265
08/12/2016,389,84,372,258
09/12/2016,404,84,383,251
10/12/2016,416,83,394,244
11/12/2016,425,82,405,237
12/12/2016,436,84,425,245
13/12/2016,528,121,499,518
14/12/2016,597,118,527,648
15/12/2016,630,115,542,673
16/12/2016,649,111,547,673
17/12/2016,649,111,547,673
18/12/2016,658,103,545,660
19/12/2016,660,99,543,651
20/12/2016,660,95,539,641
21/12/2016,657,92,534,631
22/12/2016,653,89,529,620
23/12/2016,649,88,524,609
24/12/2016,645,87,517,599
25/12/2016,641,86,509,589
26/12/2016,637,85,501,580
27/12/2016,633,84,493,573
28/12/2016,630,84,485,566
29/12/2016,627,83,477,559
30/12/2016,624,83,468,552
31/12/2016,620,83,459,544
01/01/2017,617,82,450,537
02/01/2017,613,82,441,530
03/01/2017,609,82,432,523
04/01/2017,605,82,423,516
05/01/2017,1018,505,1557,1822
06/01/2017,597,81,407,503
07/01/2017,593,81,399,497
08/01/2017,589,81,393,491
09/01/2017,586,80,387,485
10/01/2017,582,80,381,479
11/01/2017,578,80,375,471
12/01/2017,574,79,369,465
13/01/2017,570,79,363,459
14/01/2017,566,79,357,452
15/01/2017,563,78,351,446
16/01/2017,560,78,345,440
17/01/2017,556,78,339,434
18/01/2017,553,78,333,427
19/01/2017,550,78,327,421
20/01/2017,546,78,321,415
21/01/2017,546,78,315,408
22/01/2017,551,77,311,401
23/01/2017,558,77,306,394
24/01/2017,569,77,302,387
25/01/2017,583,77,297,381
26/01/2017,603,77,293,375
27/01/2017,626,76,289,369
28/01/2017,649,75,286,363
29/01/2017,660,73,282,357
30/01/2017,683,72,289,351
31/01/2017,703,71,297,345
01/02/2017,724,69,305,339
02/02/2017,736,68,313,333
03/02/2017,749,67,321,326
04/02/2017,749,67,321,326
05/02/2017,749,67,321,326
06/02/2017,778,62,353,308
07/02/2017,785,61,364,302
08/02/2017,791,59,375,296
09/02/2017,796,58,387,290
10/02/2017,799,56,400,283
11/02/2017,797,55,414,276
12/02/2017,797,53,428,269
13/02/2017,796,52,444,263
14/02/2017,797,50,460,256
15/02/2017,798,49,477,248
16/02/2017,804,47,496,240
17/02/2017,815,46,516,232
18/02/2017,815,46,516,232
19/02/2017,837,43,557,217
20/02/2017,842,41,577,208
21/02/2017,842,40,597,199
22/02/2017,840,38,617,193
23/02/2017,833,37,637,186
24/02/2017,833,35,657,179
25/02/2017,835,34,676,173
26/02/2017,835,34,676,173
27/02/2017,825,31,714,161
28/02/2017,818,29,724,155
01/03/2017,799,28,720,162
02/03/2017,789,26,716,177
03/03/2017,775,25,712,191
04/03/2017,759,23,706,206
05/03/2017,740,22,700,220
06/03/2017,721,20,694,234
07/03/2017,703,19,688,248
08/03/2017,683,17,681,262
09/03/2017,662,16,674,277
10/03/2017,641,15,667,295
11/03/2017,620,14,659,313
12/03/2017,595,13,652,331
13/03/2017,569,12,645,350
14/03/2017,549,11,638,368
15/03/2017,528,10,631,386
16/03/2017,507,9,624,404
17/03/2017,488,8,617,422
18/03/2017,466,7,609,440
19/03/2017,441,6,601,458
20/03/2017,416,6,593,476
21/03/2017,391,6,585,494
22/03/2017,366,5,596,512
23/03/2017,342,4,606,512
24/03/2017,317,3,614,506
25/03/2017,292,2,622,501
26/03/2017,269,1,629,495
27/03/2017,248,0,635,490
28/03/2017,225,0,641,485
29/03/2017,204,0,645,480
30/03/2017,185,0,647,475
31/03/2017,170,0,647,469
01/04/2017,160,0,646,463
02/04/2017,146,0,645,457
03/04/2017,134,0,643,451
04/04/2017,125,0,640,446
05/04/2017,118,0,636,441
06/04/2017,112,0,631,436
07/04/2017,110,0,624,431
08/04/2017,107,0,617,426
09/04/2017,105,0,609,420
10/04/2017,103,0,601,415
11/04/2017,100,0,593,408
12/04/2017,98,0,585,403
13/04/2017,96,0,577,397
14/04/2017,94,0,568,392
15/04/2017,92,0,560,387
16/04/2017,90,0,551,381
17/04/2017,88,0,543,375
18/04/2017,86,0,534,368
19/04/2017,84,0,526,360
20/04/2017,82,0,517,354
21/04/2017,80,0,508,348
22/04/2017,78,0,499,342
23/04/2017,76,0,490,336
24/04/2017,74,0,481,330
25/04/2017,71,0,472,325
26/04/2017,69,0,463,320
27/04/2017,67,0,454,315
28/04/2017,64,0,445,310
29/04/2017,62,0,436,303
30/04/2017,60,0,427,295
01/05/2017,58,0,418,287
02/05/2017,57,0,409,280
03/05/2017,56,0,400,273
04/05/2017,55,0,391,266
05/05/2017,54,0,382,259
06/05/2017,53,0,373,252
07/05/2017,52,0,364,246
08/05/2017,51,0,355,240
09/05/2017,50,0,346,232
10/05/2017,54,0,337,225
11/05/2017,53,0,328,219
12/05/2017,52,0,319,213
13/05/2017,51,0,310,207
14/05/2017,50,0,301,200
15/05/2017,49,0,292,194
16/05/2017,49,0,284,188
17/05/2017,48,0,276,183
18/05/2017,48,0,268,177
19/05/2017,47,0,260,171
20/05/2017,46,0,252,165
21/05/2017,46,0,244,159
22/05/2017,45,0,236,151
23/05/2017,45,0,229,143
24/05/2017,44,0,222,136
25/05/2017,43,0,215,130
26/05/2017,43,0,208,124
27/05/2017,42,0,201,119
28/05/2017,42,0,194,114
29/05/2017,41,0,187,109
30/05/2017,41,0,180,104
31/05/2017,40,0,173,99
01/06/2017,39,0,166,93
02/06/2017,38,0,159,88
03/06/2017,36,0,152,83
04/06/2017,35,0,145,79
05/06/2017,34,0,138,75
06/06/2017,33,0,131,71
07/06/2017,32,0,125,67
08/06/2017,31,0,118,63
09/06/2017,30,0,112,59
10/06/2017,27,0,106,55
11/06/2017,23,0,100,52
12/06/2017,21,0,94,49
13/06/2017,21,0,89,46
14/06/2017,20,0,83,44
15/06/2017,20,0,78,41
16/06/2017,20,0,72,39
17/06/2017,20,0,67,38
18/06/2017,20,0,61,37
19/06/2017,20,0,57,36
20/06/2017,20,0,54,53
21/06/2017,20,0,51,53
22/06/2017,20,0,48,52
23/06/2017,20,0,45,51
