Date,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM
06/10/2012,568,93,1553,1134
07/10/2012,607,93,1558,1124
08/10/2012,598,93,1561,1111
09/10/2012,589,93,1564,1098
10/10/2012,579,93,1567,1085
11/10/2012,568,93,1570,1072
12/10/2012,556,93,1573,1059
13/10/2012,545,93,1575,1046
14/10/2012,533,93,1575,1033
15/10/2012,546,93,1575,1020
16/10/2012,535,93,1576,1007
17/10/2012,524,93,1584,997
18/10/2012,524,93,1600,1010
19/10/2012,540,96,1627,1040
20/10/2012,579,101,1670,1068
21/10/2012,627,124,1746,1075
22/10/2012,656,155,1774,1086
23/10/2012,670,178,1784,1086
24/10/2012,679,190,1792,1098
25/10/2012,679,193,1795,1098
26/10/2012,674,195,1797,1098
27/10/2012,668,195,1797,1098
28/10/2012,661,195,1797,1093
29/10/2012,653,195,1797,1085
30/10/2012,645,195,1797,1077
31/10/2012,664,202,1831,1161
01/11/2012,695,218,1886,1193
02/11/2012,713,226,1893,1210
03/11/2012,749,239,1926,1238
04/11/2012,829,277,1980,1251
05/11/2012,888,322,2016,1268
06/11/2012,917,338,2025,1278
07/11/2012,941,345,2033,1283
08/11/2012,950,349,2042,1288
09/11/2012,950,349,2045,1288
10/11/2012,948,349,2045,1288
11/11/2012,948,347,2045,1285
12/11/2012,951,347,2042,1280
13/11/2012,951,346,2037,1273
14/11/2012,951,345,2032,1265
15/11/2012,945,344,2027,1257
16/11/2012,940,344,2023,1249
17/11/2012,932,342,2018,1242
18/11/2012,924,341,2013,1235
19/11/2012,914,340,2008,1228
20/11/2012,905,339,2003,1221
21/11/2012,897,338,1999,1214
22/11/2012,890,337,1994,1207
23/11/2012,888,337,1994,1200
24/11/2012,882,336,1994,1192
25/11/2012,874,335,1989,1185
26/11/2012,864,334,1985,1177
27/11/2012,853,333,1982,1169
28/11/2012,840,332,1979,1162
29/11/2012,828,331,1977,1155
30/11/2012,812,330,1974,1148
01/12/2012,796,329,1970,1141
02/12/2012,781,328,1967,1134
03/12/2012,782,331,1972,1127
04/12/2012,917,346,2037,1227
05/12/2012,1056,368,2068,1307
06/12/2012,1173,398,2076,1332
07/12/2012,1268,418,2082,1345
08/12/2012,1333,435,2087,1350
09/12/2012,1373,452,2087,1352
10/12/2012,1396,461,2087,1352
11/12/2012,1416,468,2087,1349
12/12/2012,1432,471,2087,1342
13/12/2012,1446,473,2087,1335
14/12/2012,1458,471,2087,1327
15/12/2012,1464,469,2087,1320
16/12/2012,1467,467,2087,1310
17/12/2012,1469,465,2087,1300
18/12/2012,1471,463,2087,1290
19/12/2012,1473,462,2087,1280
20/12/2012,1473,461,2087,1270
21/12/2012,1473,461,2087,1259
22/12/2012,1473,460,2087,1248
23/12/2012,1473,460,2087,1236
24/12/2012,1032,537,1641,1875
25/12/2012,1473,459,2087,1215
26/12/2012,1473,459,2087,1207
27/12/2012,1473,458,2087,1198
28/12/2012,1473,458,2087,1190
29/12/2012,1473,458,2097,1181
30/12/2012,1504,471,2146,1226
31/12/2012,1518,471,2162,1234
01/01/2013,1520,471,2164,1239
02/01/2013,1523,471,2166,1241
03/01/2013,1525,471,2169,1236
04/01/2013,1527,471,2171,1228
05/01/2013,1529,471,2173,1221
06/01/2013,1537,471,2175,1214
07/01/2013,1542,471,2176,1207
08/01/2013,1544,470,2178,1199
09/01/2013,1542,470,2180,1190
10/01/2013,1539,470,2182,1181
11/01/2013,1535,468,2184,1173
12/01/2013,1529,467,2184,1165
13/01/2013,1523,467,2184,1157
14/01/2013,1516,466,2184,1149
15/01/2013,1510,465,2184,1141
16/01/2013,1504,464,2184,1133
17/01/2013,1500,462,2184,1125
18/01/2013,1495,460,2184,1116
19/01/2013,1491,458,2184,1105
20/01/2013,1487,456,2184,1093
21/01/2013,1481,454,2184,1081
22/01/2013,1475,452,2184,1069
23/01/2013,1469,450,2184,1055
24/01/2013,1462,448,2184,1042
25/01/2013,1456,446,2184,1029
26/01/2013,1448,444,2184,1016
27/01/2013,1440,444,2184,1003
28/01/2013,1430,443,2184,992
29/01/2013,1418,442,2184,980
30/01/2013,1406,423,2198,968
31/01/2013,1381,413,2207,970
01/02/2013,1359,398,2212,980
02/02/2013,1338,379,2218,993
03/02/2013,1316,360,2225,1006
04/02/2013,1293,342,2230,1019
05/02/2013,1272,323,2236,1030
06/02/2013,1250,304,2241,1041
07/02/2013,1232,285,2246,1052
08/02/2013,1213,267,2250,1063
09/02/2013,1195,249,2255,1074
10/02/2013,1177,230,2261,1085
11/02/2013,1160,211,2266,1098
12/02/2013,1143,196,2270,1111
13/02/2013,1124,184,2274,1124
14/02/2013,1104,172,2276,1137
15/02/2013,1084,159,2278,1150
16/02/2013,1067,145,2279,1180
17/02/2013,1103,135,2291,1210
18/02/2013,1127,131,2303,1260
19/02/2013,1138,123,2303,1290
20/02/2013,1128,117,2300,1322
21/02/2013,1116,109,2294,1340
22/02/2013,1104,112,2287,1353
23/02/2013,1090,98,2276,1366
24/02/2013,1077,95,2263,1379
25/02/2013,1062,93,2250,1392
26/02/2013,1045,92,2236,1406
27/02/2013,1027,91,2221,1420
28/02/2013,1007,90,2205,1433
01/03/2013,986,89,2189,1446
02/03/2013,966,88,2173,1459
03/03/2013,944,87,2157,1472
04/03/2013,919,86,2141,1485
05/03/2013,894,85,2124,1497
06/03/2013,868,84,2108,1509
07/03/2013,891,84,2097,1531
08/03/2013,871,84,2082,1548
09/03/2013,850,83,2068,1560
10/03/2013,829,82,2054,1572
11/03/2013,807,81,2040,1584
12/03/2013,786,81,2025,1596
13/03/2013,786,81,2025,1596
14/03/2013,741,81,1997,1624
15/03/2013,718,81,1982,1638
16/03/2013,697,81,1968,1652
17/03/2013,679,81,1953,1666
18/03/2013,661,81,1938,1680
19/03/2013,641,81,1923,1694
20/03/2013,617,80,1909,1708
21/03/2013,593,80,1894,1718
22/03/2013,572,80,1879,1731
23/03/2013,553,79,1864,1737
24/03/2013,534,79,1848,1745
25/03/2013,512,79,1833,1755
26/03/2013,491,78,1818,1765
27/03/2013,469,78,1802,1775
28/03/2013,446,77,1787,1780
29/03/2013,425,77,1772,1790
30/03/2013,401,76,1756,1796
31/03/2013,406,76,1741,1787
01/04/2013,411,75,1725,1775
02/04/2013,416,75,1711,1763
03/04/2013,422,74,1697,1751
04/04/2013,427,74,1682,1739
05/04/2013,432,73,1666,1727
06/04/2013,437,73,1650,1715
07/04/2013,441,72,1635,1705
08/04/2013,444,72,1620,1694
09/04/2013,446,71,1606,1683
10/04/2013,446,71,1591,1672
11/04/2013,445,70,1576,1663
12/04/2013,444,70,1561,1653
13/04/2013,443,69,1546,1643
14/04/2013,441,69,1530,1632
15/04/2013,439,68,1514,1621
16/04/2013,437,68,1497,1610
17/04/2013,434,67,1480,1600
18/04/2013,432,66,1464,1589
19/04/2013,430,64,1448,1578
20/04/2013,428,63,1432,1568
21/04/2013,426,61,1415,1557
22/04/2013,423,59,1399,1545
23/04/2013,421,57,1383,1533
24/04/2013,419,55,1368,1519
25/04/2013,417,53,1352,1505
26/04/2013,415,51,1336,1493
27/04/2013,412,49,1321,1479
28/04/2013,410,47,1305,1465
29/04/2013,408,45,1289,1450
30/04/2013,406,43,1273,1436
01/05/2013,404,41,1257,1422
02/05/2013,401,39,1241,1407
03/05/2013,399,37,1225,1392
04/05/2013,397,35,1210,1379
05/05/2013,395,33,1195,1366
06/05/2013,393,31,1179,1352
07/05/2013,391,29,1164,1338
08/05/2013,388,27,1150,1324
09/05/2013,386,26,1135,1310
10/05/2013,384,24,1120,1296
11/05/2013,382,22,1105,1282
12/05/2013,380,20,1090,1268
13/05/2013,378,18,1074,1254
14/05/2013,376,16,1059,1240
15/05/2013,373,14,1044,1226
16/05/2013,371,12,1029,1212
17/05/2013,369,10,1014,1198
18/05/2013,367,8,1000,1184
19/05/2013,365,6,985,1170
20/05/2013,363,4,970,1156
21/05/2013,361,2,955,1143
22/05/2013,359,0,940,1130
23/05/2013,356,0,924,1119
24/05/2013,354,0,913,1109
25/05/2013,352,0,901,1096
26/05/2013,349,0,890,1086
27/05/2013,347,0,880,1073
28/05/2013,345,0,867,1061
29/05/2013,343,0,857,1048
30/05/2013,341,0,844,1034
31/05/2013,339,0,834,1023
01/06/2013,337,0,821,1012
02/06/2013,335,0,811,1001
03/06/2013,333,0,798,991
04/06/2013,331,0,788,982
05/06/2013,329,0,775,970
06/06/2013,327,0,765,958
07/06/2013,325,0,752,963
08/06/2013,323,0,742,966
09/06/2013,321,0,729,956
10/06/2013,319,0,719,946
11/06/2013,317,0,705,946
12/06/2013,315,0,696,936
13/06/2013,312,0,683,927
14/06/2013,309,0,673,918
15/06/2013,305,0,660,909
16/06/2013,301,0,650,900
17/06/2013,296,0,637,892
18/06/2013,291,0,627,883
19/06/2013,286,0,614,874
20/06/2013,282,0,604,862
21/06/2013,277,0,591,852
22/06/2013,271,0,581,843
23/06/2013,265,0,568,834
24/06/2013,259,0,558,825
25/06/2013,253,0,545,816
26/06/2013,247,0,535,806
27/06/2013,241,0,522,797
28/06/2013,235,0,512,788
29/06/2013,229,0,499,778
30/06/2013,224,0,489,767
01/07/2013,219,0,476,757
02/07/2013,214,0,466,747
03/07/2013,209,0,453,736
04/07/2013,205,0,445,724
05/07/2013,201,0,433,712
06/07/2013,199,0,425,701
07/07/2013,197,0,413,689
08/07/2013,195,0,405,677
09/07/2013,187,0,392,664
10/07/2013,177,0,387,651
11/07/2013,176,0,383,651
12/07/2013,170,0,382,643
13/07/2013,167,0,377,632
14/07/2013,165,0,375,621
15/07/2013,158,0,370,611
16/07/2013,160,0,370,600
17/07/2013,150,0,365,590
18/07/2013,145,0,363,580
19/07/2013,139,0,361,570
20/07/2013,139,0,361,582
21/07/2013,133,0,356,597
22/07/2013,135,0,354,615
23/07/2013,146,0,353,625
24/07/2013,158,0,355,625
25/07/2013,163,0,352,617
26/07/2013,168,0,352,608
27/07/2013,174,0,347,598
28/07/2013,180,0,345,589
29/07/2013,186,0,343,580
30/07/2013,192,0,342,572
31/07/2013,197,0,338,563
01/08/2013,198,0,338,555
02/08/2013,199,0,337,547
03/08/2013,200,0,340,539
04/08/2013,205,0,344,531
05/08/2013,201,0,356,522
06/08/2013,191,0,356,511
07/08/2013,187,0,359,501
08/08/2013,185,0,359,490
09/08/2013,184,0,361,480
10/08/2013,188,0,360,469
11/08/2013,190,0,366,459
12/08/2013,197,0,365,449
13/08/2013,201,0,368,438
14/08/2013,210,0,380,428
15/08/2013,247,0,403,469
16/08/2013,260,0,413,496
17/08/2013,286,0,428,502
18/08/2013,295,0,436,507
19/08/2013,300,0,442,502
20/08/2013,306,0,446,497
21/08/2013,309,0,452,493
22/08/2013,311,0,460,488
23/08/2013,313,0,469,483
24/08/2013,315,0,477,479
25/08/2013,315,0,489,477
26/08/2013,315,0,499,472
27/08/2013,315,0,511,467
28/08/2013,310,0,521,463
29/08/2013,300,0,532,457
30/08/2013,317,0,553,453
31/08/2013,312,0,565,449
01/09/2013,307,0,575,445
02/09/2013,301,0,585,441
03/09/2013,298,0,595,437
04/09/2013,322,0,614,493
05/09/2013,327,0,624,519
06/09/2013,322,0,636,519
07/09/2013,315,0,646,515
08/09/2013,307,0,655,513
09/09/2013,298,0,667,513
10/09/2013,289,0,677,511
11/09/2013,319,0,692,569
12/09/2013,357,0,713,656
13/09/2013,380,0,773,724
14/09/2013,402,0,789,743
15/09/2013,411,0,799,743
16/09/2013,409,0,815,740
17/09/2013,404,0,825,735
18/09/2013,398,0,836,733
19/09/2013,402,0,849,729
20/09/2013,400,0,860,724
21/09/2013,395,0,870,718
22/09/2013,395,0,881,713
23/09/2013,389,0,891,707
24/09/2013,378,0,901,702
25/09/2013,367,0,911,697
26/09/2013,359,0,922,693
27/09/2013,351,0,932,688
28/09/2013,348,0,944,683
29/09/2013,343,0,954,678
30/09/2013,334,0,966,673
01/10/2013,329,0,976,668
02/10/2013,319,0,990,663
03/10/2013,309,0,1000,658
04/10/2013,308,0,1029,653
05/10/2013,297,0,1039,648
06/10/2013,285,0,1049,643
07/10/2013,273,0,1059,638
08/10/2013,263,26,1071,633
09/10/2013,251,26,1077,628
10/10/2013,259,26,1081,623
11/10/2013,257,30,1087,630
12/10/2013,251,32,1092,626
13/10/2013,240,34,1096,622
14/10/2013,230,36,1100,617
15/10/2013,220,51,1105,613
16/10/2013,209,55,1111,608
17/10/2013,202,55,1113,603
18/10/2013,197,55,1115,597
19/10/2013,188,55,1117,593
20/10/2013,188,59,1125,626
21/10/2013,200,66,1137,721
22/10/2013,225,75,1190,749
23/10/2013,239,85,1214,753
24/10/2013,249,92,1221,753
25/10/2013,251,96,1228,753
26/10/2013,298,102,1245,765
27/10/2013,337,115,1262,765
28/10/2013,384,123,1266,761
29/10/2013,428,129,1281,759
30/10/2013,452,133,1302,756
31/10/2013,455,136,1317,752
01/11/2013,457,142,1332,749
02/11/2013,454,145,1347,745
03/11/2013,445,150,1373,740
04/11/2013,434,155,1396,749
05/11/2013,683,173,1938,990
06/11/2013,413,161,1418,751
07/11/2013,402,163,1428,747
08/11/2013,392,163,1437,743
09/11/2013,382,163,1448,739
10/11/2013,374,163,1457,735
11/11/2013,364,162,1465,731
12/11/2013,357,162,1470,726
13/11/2013,349,162,1476,722
14/11/2013,341,161,1485,717
15/11/2013,334,161,1491,713
16/11/2013,322,161,1497,713
17/11/2013,376,163,1520,816
18/11/2013,550,165,1570,868
19/11/2013,653,165,1599,962
20/11/2013,709,165,1627,994
21/11/2013,729,165,1647,999
22/11/2013,733,165,1666,999
23/11/2013,730,165,1687,993
24/11/2013,725,168,1708,988
25/11/2013,747,171,1729,984
26/11/2013,757,171,1749,976
27/11/2013,764,171,1769,972
28/11/2013,770,171,1789,968
29/11/2013,763,171,1810,964
30/11/2013,753,170,1828,960
01/12/2013,747,170,1850,956
02/12/2013,737,173,1878,951
03/12/2013,724,173,1899,975
04/12/2013,705,173,1918,985
05/12/2013,683,173,1938,990
06/12/2013,664,173,1957,984
07/12/2013,644,173,1977,978
08/12/2013,623,173,1992,972
09/12/2013,601,173,2006,966
10/12/2013,575,173,2021,959
11/12/2013,550,173,2039,953
12/12/2013,530,173,2051,947
13/12/2013,515,173,2061,954
14/12/2013,493,173,2075,954
15/12/2013,470,173,2089,948
16/12/2013,449,173,2101,942
17/12/2013,427,173,2113,936
18/12/2013,405,173,2124,930
19/12/2013,381,173,2131,925
20/12/2013,359,173,2138,920
21/12/2013,335,173,2146,916
22/12/2013,311,172,2150,912
23/12/2013,287,172,2155,909
24/12/2013,270,172,2159,906
25/12/2013,251,172,2162,902
26/12/2013,232,172,2164,898
27/12/2013,214,172,2166,894
28/12/2013,199,171,2167,890
29/12/2013,184,171,2167,887
30/12/2013,172,171,2167,883
31/12/2013,160,171,2167,879
01/01/2014,147,170,2166,874
02/01/2014,138,169,2160,870
03/01/2014,129,169,2153,865
04/01/2014,122,169,2148,860
05/01/2014,460,123,1627,938
06/01/2014,111,168,2134,847
07/01/2014,107,168,2125,842
08/01/2014,104,167,2118,836
09/01/2014,101,167,2110,832
10/01/2014,98,161,2104,828
11/01/2014,96,152,2104,823
12/01/2014,94,144,2104,819
13/01/2014,93,135,2101,815
14/01/2014,95,129,2097,810
15/01/2014,100,123,2090,805
16/01/2014,104,118,2085,800
17/01/2014,109,113,2078,796
18/01/2014,117,109,2071,791
19/01/2014,123,106,2063,786
20/01/2014,129,103,2058,781
21/01/2014,134,101,2051,776
22/01/2014,138,100,2045,771
23/01/2014,147,99,2037,765
24/01/2014,158,98,2030,760
25/01/2014,165,97,2023,755
26/01/2014,174,97,2018,750
27/01/2014,187,96,2013,745
28/01/2014,202,96,2009,740
29/01/2014,218,95,2004,735
30/01/2014,232,95,2001,730
31/01/2014,244,94,1997,724
01/02/2014,254,94,1994,719
02/02/2014,268,93,1991,714
03/02/2014,287,93,1989,708
04/02/2014,308,92,1987,703
05/02/2014,336,92,1987,698
06/02/2014,428,2,1501,1264
07/02/2014,415,91,1987,686
08/02/2014,454,90,1987,681
09/02/2014,484,90,1990,676
10/02/2014,515,89,1996,671
11/02/2014,545,89,2003,665
12/02/2014,565,88,2013,660
13/02/2014,566,87,2020,654
14/02/2014,568,87,2037,664
15/02/2014,574,86,2054,674
16/02/2014,583,85,2071,682
17/02/2014,593,85,2089,692
18/02/2014,598,84,2108,703
19/02/2014,598,84,2120,715
20/02/2014,592,83,2132,725
21/02/2014,586,83,2141,733
22/02/2014,580,82,2152,742
23/02/2014,575,82,2164,751
24/02/2014,570,81,2176,759
25/02/2014,559,80,2184,763
26/02/2014,549,80,2198,770
27/02/2014,540,79,2212,777
28/02/2014,533,79,2225,783
01/03/2014,526,79,2237,790
02/03/2014,515,79,2252,797
03/03/2014,506,78,2266,804
04/03/2014,506,78,2276,811
05/03/2014,506,78,2287,815
06/03/2014,506,77,2290,818
07/03/2014,496,77,2288,815
08/03/2014,483,77,2285,812
09/03/2014,468,77,2287,807
10/03/2014,452,76,2287,801
11/03/2014,433,76,2289,796
12/03/2014,396,76,2287,796
13/03/2014,366,75,2285,804
14/03/2014,342,75,2283,812
15/03/2014,318,75,2281,820
16/03/2014,290,75,2278,820
17/03/2014,270,74,2276,820
18/03/2014,251,73,2274,820
19/03/2014,232,72,2272,820
20/03/2014,213,70,2268,820
21/03/2014,194,69,2265,819
22/03/2014,175,67,2261,819
23/03/2014,175,67,2261,819
24/03/2014,141,64,2253,815
25/03/2014,128,63,2248,808
26/03/2014,122,61,2239,801
27/03/2014,116,60,2230,794
28/03/2014,110,58,2219,785
29/03/2014,104,56,2209,776
30/03/2014,100,55,2198,766
31/03/2014,96,53,2189,756
01/04/2014,93,52,2178,747
02/04/2014,100,50,2167,739
03/04/2014,106,49,2153,731
04/04/2014,114,47,2139,723
05/04/2014,125,46,2124,715
06/04/2014,137,44,2110,707
07/04/2014,150,43,2094,706
08/04/2014,163,41,2080,705
09/04/2014,177,40,2066,702
10/04/2014,195,38,2052,699
11/04/2014,212,37,2035,695
12/04/2014,234,35,2018,692
13/04/2014,235,34,2001,689
14/04/2014,236,32,1989,696
15/04/2014,232,31,1977,707
16/04/2014,227,29,1965,717
17/04/2014,223,28,1952,725
18/04/2014,220,26,1940,736
19/04/2014,220,25,1926,748
20/04/2014,225,23,1911,760
21/04/2014,230,22,1896,770
22/04/2014,234,20,1881,782
23/04/2014,242,19,1866,795
24/04/2014,261,17,1851,809
25/04/2014,264,16,1835,815
26/04/2014,268,14,1820,832
27/04/2014,268,13,1805,848
28/04/2014,270,11,1792,864
29/04/2014,277,10,1777,881
30/04/2014,286,8,1761,899
01/05/2014,294,7,1746,916
02/05/2014,300,6,1730,933
03/05/2014,307,5,1715,950
04/05/2014,316,4,1700,960
05/05/2014,338,4,1685,970
06/05/2014,348,3,1671,982
07/05/2014,364,3,1653,994
08/05/2014,386,3,1639,1007
09/05/2014,401,3,1624,1021
10/05/2014,409,3,1609,1036
11/05/2014,415,3,1600,1051
12/05/2014,422,3,1594,1065
13/05/2014,425,3,1590,1078
14/05/2014,423,3,1587,1091
15/05/2014,426,3,1584,1101
16/05/2014,430,3,1575,1109
17/05/2014,433,3,1572,1120
18/05/2014,433,3,1569,1131
19/05/2014,432,3,1566,1141
20/05/2014,436,3,1558,1151
21/05/2014,444,3,1549,1161
22/05/2014,453,3,1544,1172
23/05/2014,453,3,1540,1182
24/05/2014,455,3,1538,1192
25/05/2014,454,3,1535,1202
26/05/2014,454,3,1533,1213
27/05/2014,451,3,1529,1223
28/05/2014,446,3,1526,1233
29/05/2014,440,3,1521,1243
30/05/2014,427,3,1517,1254
31/05/2014,427,3,1512,1264
01/06/2014,429,3,1507,1264
02/06/2014,428,2,1501,1264
03/06/2014,423,2,1495,1264
04/06/2014,413,2,1489,1258
05/06/2014,407,2,1482,1252
06/06/2014,395,2,1476,1246
07/06/2014,383,2,1471,1239
08/06/2014,366,2,1464,1232
09/06/2014,353,2,1459,1251
10/06/2014,336,2,1462,1244
11/06/2014,317,2,1462,1236
12/06/2014,295,2,1457,1229
13/06/2014,275,2,1452,1222
14/06/2014,255,2,1447,1215
15/06/2014,238,1,1442,1208
16/06/2014,226,1,1436,1201
17/06/2014,213,0,1430,1193
18/06/2014,199,0,1421,1185
19/06/2014,185,0,1412,1177
20/06/2014,170,0,1403,1169
21/06/2014,158,0,1395,1161
22/06/2014,149,0,1384,1153
23/06/2014,140,0,1372,1145
24/06/2014,131,0,1359,1135
25/06/2014,126,0,1347,1127
26/06/2014,121,0,1334,1119
27/06/2014,116,0,1322,1111
28/06/2014,112,0,1308,1102
29/06/2014,109,0,1294,1107
30/06/2014,106,0,1284,1113
01/07/2014,105,0,1281,1105
02/07/2014,104,0,1269,1096
03/07/2014,103,0,1259,1087
04/07/2014,102,0,1248,1079
05/07/2014,100,0,1237,1071
06/07/2014,114,0,1226,1071
07/07/2014,115,0,1214,1063
08/07/2014,112,0,1202,1055
09/07/2014,109,0,1190,1046
10/07/2014,106,0,1178,1038
11/07/2014,106,0,1170,1038
12/07/2014,104,0,1159,1030
13/07/2014,103,0,1150,1022
14/07/2014,102,0,1139,1015
15/07/2014,101,0,1129,1006
16/07/2014,100,0,1118,997
17/07/2014,98,0,1108,988
18/07/2014,97,0,1096,979
19/07/2014,96,0,1086,971
20/07/2014,95,0,1074,963
21/07/2014,94,0,1062,954
22/07/2014,93,0,1050,945
23/07/2014,92,0,1038,936
24/07/2014,91,0,1027,927
25/07/2014,90,0,1015,918
26/07/2014,89,0,1002,910
27/07/2014,88,0,988,900
28/07/2014,86,0,975,890
29/07/2014,84,0,963,880
30/07/2014,83,0,951,870
31/07/2014,82,0,939,860
01/08/2014,81,0,927,850
02/08/2014,80,0,915,840
03/08/2014,79,0,903,832
04/08/2014,78,0,891,824
05/08/2014,76,0,878,814
06/08/2014,75,0,866,804
07/08/2014,91,0,854,796
08/08/2014,116,0,842,788
09/08/2014,141,0,830,788
10/08/2014,167,0,819,790
11/08/2014,192,0,807,782
12/08/2014,265,0,799,774
13/08/2014,307,0,787,764
14/08/2014,347,0,776,756
15/08/2014,384,0,764,747
16/08/2014,431,0,753,739
17/08/2014,454,0,743,731
18/08/2014,470,0,746,722
19/08/2014,488,0,748,714
20/08/2014,496,0,752,707
21/08/2014,511,0,759,699
22/08/2014,523,0,777,691
23/08/2014,519,0,790,684
24/08/2014,517,0,802,677
25/08/2014,556,0,814,682
26/08/2014,563,0,826,684
27/08/2014,566,0,838,676
28/08/2014,574,0,848,668
29/08/2014,578,0,860,659
30/08/2014,578,0,873,650
31/08/2014,575,0,887,642
01/09/2014,574,0,901,633
02/09/2014,596,0,916,624
03/09/2014,593,0,933,615
04/09/2014,604,0,955,620
05/09/2014,606,0,979,623
06/09/2014,626,0,1018,628
07/09/2014,640,0,1038,628
08/09/2014,653,0,1057,618
09/09/2014,664,0,1071,609
10/09/2014,671,0,1085,601
11/09/2014,679,0,1098,593
12/09/2014,682,0,1118,586
13/09/2014,689,0,1142,578
14/09/2014,685,0,1154,569
15/09/2014,679,0,1171,560
16/09/2014,679,0,1189,570
17/09/2014,658,0,1202,570
18/09/2014,635,0,1216,573
19/09/2014,617,0,1204,579
20/09/2014,593,0,1190,586
21/09/2014,569,0,1177,586
22/09/2014,575,0,1164,599
23/09/2014,565,0,1151,623
24/09/2014,555,0,1137,637
25/09/2014,531,0,1124,645
26/09/2014,507,0,1111,654
27/09/2014,497,0,1099,664
28/09/2014,480,0,1085,681
29/09/2014,456,0,1072,698
30/09/2014,433,0,1057,708
01/10/2014,410,0,1044,718
02/10/2014,387,0,1030,728
03/10/2014,365,0,1017,738
04/10/2014,344,0,1002,747
05/10/2014,323,0,988,754
06/10/2014,302,0,974,761
07/10/2014,285,0,962,770
08/10/2014,270,0,949,790
09/10/2014,251,0,937,799
10/10/2014,232,0,924,804
11/10/2014,213,0,912,812
12/10/2014,196,0,899,818
13/10/2014,179,0,887,824
14/10/2014,162,0,874,829
15/10/2014,148,0,862,835
16/10/2014,134,0,849,838
17/10/2014,122,0,837,841
18/10/2014,122,0,829,900
19/10/2014,185,0,850,956
20/10/2014,208,0,891,1001
21/10/2014,225,0,894,1031
22/10/2014,223,0,885,1053
23/10/2014,220,0,880,1069
24/10/2014,234,0,880,1184
25/10/2014,249,15,922,1212
26/10/2014,262,30,944,1224
27/10/2014,273,42,955,1230
28/10/2014,279,46,955,1234
29/10/2014,281,46,960,1227
30/10/2014,281,46,963,1219
31/10/2014,280,46,966,1211
01/11/2014,286,46,974,1211
02/11/2014,281,49,991,1213
03/11/2014,277,52,1001,1213
04/11/2014,273,52,1006,1206
05/11/2014,270,52,1009,1199
06/11/2014,267,52,1013,1192
07/11/2014,275,52,1015,1185
08/11/2014,277,52,1018,1177
09/11/2014,276,52,1021,1169
10/11/2014,274,52,1026,1162
11/11/2014,271,52,1029,1154
12/11/2014,267,52,1033,1154
13/11/2014,334,58,1116,1214
14/11/2014,373,61,1181,1250
15/11/2014,392,61,1208,1279
16/11/2014,400,61,1224,1288
17/11/2014,406,61,1232,1288
18/11/2014,406,61,1241,1281
19/11/2014,400,61,1252,1274
20/11/2014,391,61,1260,1267
21/11/2014,380,61,1267,1260
22/11/2014,372,61,1277,1253
23/11/2014,362,61,1282,1246
24/11/2014,354,61,1292,1239
25/11/2014,345,61,1299,1231
26/11/2014,336,61,1308,1224
27/11/2014,326,61,1315,1217
28/11/2014,317,61,1324,1210
29/11/2014,306,61,1329,1203
30/11/2014,294,61,1335,1196
01/12/2014,280,61,1339,1189
02/12/2014,267,61,1345,1181
03/12/2014,255,61,1351,1173
04/12/2014,241,61,1355,1165
05/12/2014,225,61,1357,1158
06/12/2014,212,61,1361,1151
07/12/2014,200,61,1362,1145
08/12/2014,189,61,1362,1139
09/12/2014,178,61,1359,1133
10/12/2014,176,61,1359,1123
11/12/2014,182,69,1359,1115
12/12/2014,187,77,1359,1107
13/12/2014,196,83,1361,1100
14/12/2014,298,91,1362,1094
15/12/2014,332,99,1367,1088
16/12/2014,342,104,1378,1082
17/12/2014,354,108,1384,1076
18/12/2014,365,110,1393,1070
19/12/2014,374,110,1400,1063
20/12/2014,384,110,1409,1056
21/12/2014,391,110,1416,1048
22/12/2014,393,110,1424,1040
23/12/2014,399,110,1431,1032
24/12/2014,405,110,1439,1024
25/12/2014,413,110,1446,1016
26/12/2014,422,110,1454,1008
27/12/2014,431,110,1462,1000
28/12/2014,436,110,1471,992
29/12/2014,445,110,1483,984
30/12/2014,473,121,1550,984
31/12/2014,485,123,1570,976
01/01/2015,487,123,1580,968
02/01/2015,481,123,1588,960
03/01/2015,476,123,1606,952
04/01/2015,470,123,1616,944
05/01/2015,460,123,1627,938
06/01/2015,449,123,1636,932
07/01/2015,438,123,1647,924
08/01/2015,427,123,1656,917
09/01/2015,415,123,1668,910
10/01/2015,402,123,1677,904
11/01/2015,389,123,1688,898
12/01/2015,374,123,1698,892
13/01/2015,360,122,1709,886
14/01/2015,347,122,1717,880
15/01/2015,334,121,1725,873
16/01/2015,319,121,1732,866
17/01/2015,3221,622,2736,3015
18/01/2015,277,120,1737,851
19/01/2015,259,119,1740,844
20/01/2015,243,119,1741,837
21/01/2015,227,118,1743,831
22/01/2015,212,118,1743,825
23/01/2015,207,117,1743,819
24/01/2015,206,117,1743,807
25/01/2015,205,117,1743,797
26/01/2015,208,116,1743,786
27/01/2015,212,115,1741,779
28/01/2015,217,115,1738,771
29/01/2015,224,114,1738,765
30/01/2015,229,114,1738,759
31/01/2015,232,113,1741,753
01/02/2015,235,113,1743,747
02/02/2015,236,112,1746,741
03/02/2015,236,112,1748,735
04/02/2015,234,110,1751,729
05/02/2015,230,110,1753,723
06/02/2015,229,109,1756,717
07/02/2015,224,109,1758,711
08/02/2015,219,108,1761,705
